title,brand,model,storage_raw,ram_raw,condition,warranty,district,posted_date,price_raw
Other Infinix Hot 12 256GB (Warranty),Other,Infinix Hot 12,256GB,12GB RAM,Used,Yes,Batticaloa,5 days ago,"Rs. 61,100"
Realme Realme C30 128GB,Realme,Realme C30,128GB,4GB RAM,New,No,Matara,"Feb 22, 2025","Rs. 57,700"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,3GB RAM,Used,No,Unknown,5 days ago,"Rs. 68,700"
Samsung Galaxy M12 128GB (Warranty),Samsung,Galaxy M12,128GB,4GB RAM,Used,Yes,Colombo,"Aug 26, 2025","Rs. 229,300"
Realme Realme C25 256GB,Realme,Realme C25,256GB,12GB RAM,Used,No,Matara,"Jan 23, 2026","Rs. 38,200"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,6GB RAM,Used,No,Anuradhapura,Yesterday,"Rs. 83,700"
Redmi Redmi 10 32GB,Redmi,Redmi 10,32GB,2GB RAM,Used,No,Anuradhapura,3 days ago,"Rs. 22,200"
Xiaomi Mi 11 Lite 512GB,Xiaomi,Mi 11 Lite,512GB,12GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 60,300"
Xiaomi Redmi Note 10 256GB (Warranty),Xiaomi,Redmi Note 10,256GB,12GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 94,700"
Redmi Redmi 9C 32GB (Warranty),Redmi,Redmi 9C,32GB,2GB RAM,Like New,Yes,Galle,Yesterday,"Rs. 75,100"
Oneplus OnePlus 9 64GB,Oneplus,OnePlus 9,64GB,3GB RAM,Used,No,Gampaha,1 week ago,"Rs. 132,600"
Nokia Nokia 5.4 32GB,Nokia,Nokia 5.4,32GB,2GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 22,500"
Vivo Vivo Y21s 128GB,Vivo,Vivo Y21s,128GB,4GB RAM,Like New,No,Kurunegala,2 weeks ago,"Rs. 30,900"
Oneplus OnePlus 9R 256GB,Oneplus,OnePlus 9R,256GB,12GB RAM,Used,No,Colombo,Today,"Rs. 225,300"
Redmi Redmi 9C 256GB,Redmi,Redmi 9C,256GB,16GB RAM,New,No,Vavuniya,Yesterday,"Rs. 129,900"
Apple iPhone X 256GB,Apple,iPhone X,256GB,6GB RAM,New,No,Kandy,Yesterday,"Rs. 214,900"
Oneplus OnePlus 9R 128GB,Oneplus,OnePlus 9R,128GB,8GB RAM,Used,No,Colombo,Today,"Rs. 208,200"
Motorola Moto G60 128GB,Motorola,Moto G60,128GB,3GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 64,700"
Huawei Huawei P40 Lite 128GB,Huawei,Huawei P40 Lite,128GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 68,900"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,3GB RAM,Used,No,Polonnaruwa,1 week ago,"Rs. 38,600"
Samsung Galaxy A12 64GB,Samsung,Galaxy A12,64GB,4GB RAM,Used,No,Kandy,2 days ago,"Rs. 54,900"
Huawei Huawei Nova 5T 128GB,Huawei,Huawei Nova 5T,128GB,3GB RAM,Used,No,Colombo,Yesterday,"Rs. 103,700"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,4GB RAM,New,No,Galle,"Dec 24, 2025","Rs. 342,300"
Vivo Vivo Y75 128GB,Vivo,Vivo Y75,128GB,6GB RAM,Like New,No,Ampara,6 days ago,"Rs. 35,400"
Other Tecno Spark 8 8GB (Warranty),Other,Tecno Spark 8,8GB,2GB RAM,Like New,Yes,Colombo,"Nov 24, 2025","Rs. 30,200"
Vivo Vivo Y53s 128GB,Vivo,Vivo Y53s,128GB,8GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 63,000"
Realme Realme 8 64GB,Realme,Realme 8,64GB,3GB RAM,Used,No,Puttalam,4 days ago,"Rs. 49,700"
Samsung Galaxy A52 64GB,Samsung,Galaxy A52,64GB,4GB RAM,Like New,No,Trincomalee,3 weeks ago,"Rs. 170,200"
Xiaomi Redmi Note 11 128GB (Warranty),Xiaomi,Redmi Note 11,128GB,6GB RAM,Used,Yes,Colombo,"Jan 23, 2026","Rs. 151,700"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,4GB RAM,Used,No,Ratnapura,3 weeks ago,"Rs. 90,100"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,12GB RAM,New,No,Gampaha,"Nov 24, 2025","Rs. 348,500"
Vivo Vivo V21 128GB,Vivo,Vivo V21,128GB,4GB RAM,Used,No,Hambantota,1 week ago,"Rs. 74,100"
Oppo Oppo A92 64GB (Warranty),Oppo,Oppo A92,64GB,6GB RAM,Used,Yes,Jaffna,Today,"Rs. 79,900"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,4GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 118,800"
Samsung Galaxy A32 512GB (Warranty),Samsung,Galaxy A32,512GB,6GB RAM,Used,Yes,Kandy,3 weeks ago,"Rs. 156,900"
Apple iPhone XR 128GB (Warranty),Apple,iPhone XR,128GB,4GB RAM,Used,Yes,Puttalam,2 days ago,"Rs. 285,800"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,6GB RAM,Used,No,Anuradhapura,"Nov 24, 2025","Rs. 227,000"
Oppo Oppo A54 128GB,Oppo,Oppo A54,128GB,6GB RAM,Like New,No,Jaffna,1 week ago,"Rs. 87,600"
Apple iPhone X 128GB,Apple,iPhone X,128GB,6GB RAM,Like New,No,Colombo,3 weeks ago,"Rs. 314,700"
Samsung Galaxy A52 128GB,Samsung,Galaxy A52,128GB,6GB RAM,Used,No,Badulla,2 days ago,"Rs. 159,900"
Samsung Galaxy A53 256GB (Warranty),Samsung,Galaxy A53,256GB,6GB RAM,New,Yes,Vavuniya,1 week ago,"Rs. 125,600"
Apple iPhone XS Max 256GB (Warranty),Apple,iPhone XS Max,256GB,6GB RAM,Like New,Yes,Vavuniya,4 days ago,"Rs. 565,300"
Apple iPhone XR 128GB,Apple,iPhone XR,128GB,6GB RAM,Used,No,Anuradhapura,2 days ago,"Rs. 411,700"
Oneplus OnePlus 9 256GB (Warranty),Oneplus,OnePlus 9,256GB,8GB RAM,Used,Yes,Kandy,6 days ago,"Rs. 141,600"
Redmi Redmi 9C 128GB,Redmi,Redmi 9C,128GB,4GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 79,000"
Motorola Moto G30 256GB,Motorola,Moto G30,256GB,6GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 60,300"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,4GB RAM,Used,No,Gampaha,1 week ago,"Rs. 108,500"
Vivo Vivo Y33s 128GB (Warranty),Vivo,Vivo Y33s,128GB,4GB RAM,Used,Yes,Kilinochchi,2 days ago,"Rs. 88,200"
Apple iPhone XR 128GB,Apple,iPhone XR,128GB,6GB RAM,Used,No,Colombo,"Feb 22, 2025","Rs. 295,200"
Apple iPhone 14 128GB (Warranty),Apple,iPhone 14,128GB,4GB RAM,Used,Yes,Matara,3 weeks ago,"Rs. 264,000"
Vivo Vivo Y20 64GB,Vivo,Vivo Y20,64GB,3GB RAM,Like New,No,Monaragala,1 week ago,"Rs. 35,300"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,8GB RAM,Like New,No,Kilinochchi,"Aug 26, 2025","Rs. 317,700"
Xiaomi Poco M4 Pro 64GB,Xiaomi,Poco M4 Pro,64GB,3GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 89,800"
Xiaomi Mi 11 Lite 128GB (Warranty),Xiaomi,Mi 11 Lite,128GB,4GB RAM,Used,Yes,Trincomalee,"Nov 24, 2025","Rs. 52,700"
Redmi Redmi 9A 256GB,Redmi,Redmi 9A,256GB,12GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 93,300"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,4GB RAM,Used,No,Kilinochchi,2 days ago,"Rs. 401,300"
Realme Realme C25 32GB,Realme,Realme C25,32GB,2GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 37,500"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,4GB RAM,Used,No,Kalutara,"Jan 23, 2026","Rs. 340,600"
Oppo Oppo A74 128GB (Warranty),Oppo,Oppo A74,128GB,6GB RAM,Like New,Yes,Gampaha,2 weeks ago,"Rs. 139,500"
Apple iPhone X 512GB,Apple,iPhone X,512GB,12GB RAM,New,No,Matale,Yesterday,"Rs. 299,300"
Realme Realme 8 128GB,Realme,Realme 8,128GB,3GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 12,500"
Samsung Galaxy A32 64GB,Samsung,Galaxy A32,64GB,6GB RAM,Like New,No,Kalutara,3 weeks ago,"Rs. 91,600"
Xiaomi Redmi 12C 128GB,Xiaomi,Redmi 12C,128GB,6GB RAM,Used,No,Colombo,1 week ago,"Rs. 75,300"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,4GB RAM,Used,No,Kurunegala,Today,"Rs. 68,500"
Nokia Nokia 3.4 64GB,Nokia,Nokia 3.4,64GB,6GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 38,100"
Oneplus OnePlus 10 Pro 128GB,Oneplus,OnePlus 10 Pro,128GB,4GB RAM,Used,No,Matara,5 days ago,"Rs. 142,700"
Nokia Nokia G20 64GB,Nokia,Nokia G20,64GB,3GB RAM,Used,No,Ratnapura,"Dec 24, 2025","Rs. 42,800"
Oneplus OnePlus 10 Pro 256GB,Oneplus,OnePlus 10 Pro,256GB,8GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 96,900"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Vavuniya,1 week ago,"Rs. 32,600"
Vivo Vivo Y53s 128GB (Warranty),Vivo,Vivo Y53s,128GB,6GB RAM,Used,Yes,Gampaha,"Aug 26, 2025","Rs. 66,800"
Realme Realme C30 128GB,Realme,Realme C30,128GB,6GB RAM,Used,No,Ampara,"Nov 24, 2025","Rs. 45,300"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,3GB RAM,Used,No,Kurunegala,"Nov 24, 2025","Rs. 359,800"
Oppo Oppo F19 64GB (Warranty),Oppo,Oppo F19,64GB,4GB RAM,Used,Yes,Gampaha,3 days ago,"Rs. 89,200"
Vivo Vivo Y20 64GB (Warranty),Vivo,Vivo Y20,64GB,4GB RAM,Like New,Yes,Colombo,4 days ago,"Rs. 30,200"
Huawei Huawei Mate 30 256GB,Huawei,Huawei Mate 30,256GB,8GB RAM,Used,No,Gampaha,5 days ago,"Rs. 166,900"
Oppo Oppo A92 128GB,Oppo,Oppo A92,128GB,4GB RAM,Used,No,Kegalle,"Nov 24, 2025","Rs. 101,800"
Apple iPhone 11 128GB,Apple,iPhone 11,128GB,4GB RAM,New,No,Ampara,"Nov 24, 2025","Rs. 363,300"
Apple iPhone 12 128GB (Warranty),Apple,iPhone 12,128GB,6GB RAM,New,Yes,Kurunegala,"Aug 26, 2025","Rs. 167,500"
Apple iPhone 15 256GB,Apple,iPhone 15,256GB,12GB RAM,Used,No,Colombo,1 week ago,"Rs. 403,600"
Xiaomi Redmi Note 10 128GB,Xiaomi,Redmi Note 10,128GB,3GB RAM,Used,No,Kandy,5 days ago,"Rs. 97,800"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,12GB RAM,Used,No,Polonnaruwa,"Aug 26, 2025","Rs. 461,300"
Samsung Galaxy M12 64GB,Samsung,Galaxy M12,64GB,3GB RAM,Like New,No,Colombo,2 weeks ago,"Rs. 63,500"
Redmi Redmi 9A 128GB (Warranty),Redmi,Redmi 9A,128GB,6GB RAM,Used,Yes,Jaffna,"Aug 26, 2025","Rs. 29,600"
Redmi Redmi 10 32GB,Redmi,Redmi 10,32GB,3GB RAM,Used,No,Galle,"Dec 24, 2025","Rs. 41,600"
Realme Realme 8 64GB,Realme,Realme 8,64GB,6GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 35,800"
Xiaomi Mi 11 Lite 256GB,Xiaomi,Mi 11 Lite,256GB,8GB RAM,Used,No,Kurunegala,2 weeks ago,"Rs. 23,700"
Nokia Nokia 5.4 128GB (Warranty),Nokia,Nokia 5.4,128GB,6GB RAM,Used,Yes,Badulla,"Nov 24, 2025","Rs. 19,800"
Oppo Oppo A16 64GB (Warranty),Oppo,Oppo A16,64GB,6GB RAM,Used,Yes,Trincomalee,5 days ago,"Rs. 62,500"
Oneplus OnePlus Nord CE 256GB,Oneplus,OnePlus Nord CE,256GB,8GB RAM,Like New,No,Puttalam,6 days ago,"Rs. 78,800"
Vivo Vivo Y21s 32GB,Vivo,Vivo Y21s,32GB,4GB RAM,New,No,Gampaha,3 days ago,"Rs. 47,000"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,6GB RAM,Used,No,Kurunegala,2 weeks ago,"Rs. 24,700"
Nokia Nokia G10 128GB,Nokia,Nokia G10,128GB,8GB RAM,Used,No,Polonnaruwa,"Nov 24, 2025","Rs. 40,200"
Vivo Vivo Y33s 32GB,Vivo,Vivo Y33s,32GB,2GB RAM,Used,No,Nuwara Eliya,"Feb 22, 2025","Rs. 41,000"
Vivo Vivo Y53s 64GB,Vivo,Vivo Y53s,64GB,6GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 89,300"
Apple iPhone 13 128GB (Warranty),Apple,iPhone 13,128GB,6GB RAM,Used,Yes,Kandy,Today,"Rs. 103,000"
Apple iPhone 12 256GB,Apple,iPhone 12,256GB,8GB RAM,Used,No,Kegalle,"Nov 24, 2025","Rs. 299,700"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 49,100"
Apple iPhone XR 64GB (Warranty),Apple,iPhone XR,64GB,6GB RAM,New,Yes,Kandy,4 days ago,"Rs. 133,100"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,8GB RAM,Like New,No,Mannar,"Feb 22, 2025","Rs. 106,500"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,6GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 251,600"
Huawei Huawei Y7a 128GB,Huawei,Huawei Y7a,128GB,4GB RAM,Used,No,Unknown,"Nov 24, 2025","Rs. 148,600"
Redmi Redmi 10 128GB,Redmi,Redmi 10,128GB,8GB RAM,Used,No,Kandy,2 weeks ago,"Rs. 86,800"
Xiaomi Redmi 10C 128GB (Warranty),Xiaomi,Redmi 10C,128GB,4GB RAM,Used,Yes,Kalutara,2 weeks ago,"Rs. 62,000"
Samsung Galaxy A13 32GB,Samsung,Galaxy A13,32GB,2GB RAM,Used,No,Kandy,3 weeks ago,"Rs. 215,500"
Samsung Galaxy A53 128GB (Warranty),Samsung,Galaxy A53,128GB,8GB RAM,Used,Yes,Jaffna,"Nov 24, 2025","Rs. 204,900"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,6GB RAM,Like New,No,Colombo,6 days ago,"Rs. 257,500"
Oppo Oppo A16 128GB,Oppo,Oppo A16,128GB,8GB RAM,Used,No,Unknown,"Dec 24, 2025","Rs. 81,200"
Apple iPhone XR 128GB,Apple,iPhone XR,128GB,3GB RAM,Used,No,Jaffna,2 days ago,"Rs. 388,400"
Huawei Huawei P30 128GB (Warranty),Huawei,Huawei P30,128GB,4GB RAM,Used,Yes,Trincomalee,2 weeks ago,"Rs. 61,100"
Oppo Oppo A16 128GB (Warranty),Oppo,Oppo A16,128GB,4GB RAM,Used,Yes,Unknown,2 weeks ago,"Rs. 20,800"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,16GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 405,300"
Nokia Nokia G20 32GB,Nokia,Nokia G20,32GB,2GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 31,500"
Oneplus OnePlus 9 128GB,Oneplus,OnePlus 9,128GB,6GB RAM,Like New,No,Kurunegala,"Aug 26, 2025","Rs. 246,400"
Huawei Huawei P30 Pro 256GB,Huawei,Huawei P30 Pro,256GB,6GB RAM,Used,No,Puttalam,3 weeks ago,"Rs. 128,900"
Apple iPhone 12 512GB,Apple,iPhone 12,512GB,16GB RAM,Like New,No,Colombo,"Nov 24, 2025","Rs. 395,200"
Motorola Moto G62 128GB (Warranty),Motorola,Moto G62,128GB,6GB RAM,Used,Yes,Mullaitivu,2 weeks ago,"Rs. 76,000"
Apple iPhone X 64GB,Apple,iPhone X,64GB,4GB RAM,Used,No,Puttalam,"Nov 24, 2025","Rs. 177,600"
Apple iPhone XR 128GB (Warranty),Apple,iPhone XR,128GB,6GB RAM,Used,Yes,Galle,3 weeks ago,"Rs. 388,300"
Oppo Oppo A16 256GB,Oppo,Oppo A16,256GB,6GB RAM,Like New,No,Matale,"Dec 24, 2025","Rs. 142,100"
Oppo Oppo A54 64GB,Oppo,Oppo A54,64GB,4GB RAM,Used,No,Nuwara Eliya,Yesterday,"Rs. 68,700"
Xiaomi Poco X3 64GB,Xiaomi,Poco X3,64GB,4GB RAM,Like New,No,Kurunegala,1 week ago,"Rs. 78,800"
Apple iPhone SE 128GB,Apple,iPhone SE,128GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 403,200"
Samsung Galaxy A13 128GB (Warranty),Samsung,Galaxy A13,128GB,4GB RAM,Like New,Yes,Kandy,6 days ago,"Rs. 212,100"
Apple iPhone SE 64GB,Apple,iPhone SE,64GB,4GB RAM,Used,No,Unknown,2 weeks ago,"Rs. 310,600"
Xiaomi Redmi 10C 32GB (Warranty),Xiaomi,Redmi 10C,32GB,4GB RAM,New,Yes,Gampaha,2 weeks ago,"Rs. 133,100"
Samsung Galaxy A12 256GB,Samsung,Galaxy A12,256GB,6GB RAM,Used,No,Unknown,"Dec 24, 2025","Rs. 144,200"
Redmi Redmi 9A 32GB,Redmi,Redmi 9A,32GB,2GB RAM,New,No,Nuwara Eliya,"Feb 22, 2025","Rs. 32,300"
Oppo Oppo A16 128GB,Oppo,Oppo A16,128GB,3GB RAM,Like New,No,Kalutara,5 days ago,"Rs. 80,000"
Apple iPhone 13 64GB,Apple,iPhone 13,64GB,4GB RAM,Used,No,Gampaha,"Nov 24, 2025","Rs. 71,300"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,8GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 408,300"
Realme Realme C30 128GB,Realme,Realme C30,128GB,3GB RAM,Like New,No,Kegalle,"Dec 24, 2025","Rs. 81,000"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,4GB RAM,Used,No,Galle,"Aug 26, 2025","Rs. 63,200"
Apple iPhone 13 Pro 64GB (Warranty),Apple,iPhone 13 Pro,64GB,4GB RAM,Used,Yes,Trincomalee,"Nov 24, 2025","Rs. 285,900"
Sony Sony Xperia 5 III 128GB,Sony,Sony Xperia 5 III,128GB,4GB RAM,Used,No,Ratnapura,"Aug 26, 2025","Rs. 116,100"
Xiaomi Poco M4 Pro 256GB (Warranty),Xiaomi,Poco M4 Pro,256GB,8GB RAM,Used,Yes,Colombo,1 week ago,"Rs. 59,100"
Samsung Galaxy M12 32GB,Samsung,Galaxy M12,32GB,2GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 173,800"
Sony Sony Xperia 5 III 64GB,Sony,Sony Xperia 5 III,64GB,3GB RAM,Used,No,Jaffna,5 days ago,"Rs. 106,900"
Vivo Vivo Y75 128GB,Vivo,Vivo Y75,128GB,4GB RAM,Used,No,Matara,2 days ago,"Rs. 61,300"
Apple iPhone SE 64GB,Apple,iPhone SE,64GB,3GB RAM,Used,No,Batticaloa,1 week ago,"Rs. 380,700"
Samsung Galaxy A12 64GB (Warranty),Samsung,Galaxy A12,64GB,4GB RAM,Used,Yes,Trincomalee,"Dec 24, 2025","Rs. 151,300"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,3GB RAM,Like New,No,Kandy,2 weeks ago,"Rs. 435,000"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,6GB RAM,Used,No,Gampaha,"Nov 24, 2025","Rs. 231,300"
Nokia Nokia 5.4 64GB,Nokia,Nokia 5.4,64GB,4GB RAM,Used,No,Badulla,"Nov 24, 2025","Rs. 21,800"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 194,400"
Apple iPhone 13 Pro 128GB (Warranty),Apple,iPhone 13 Pro,128GB,6GB RAM,Used,Yes,Kandy,"Dec 24, 2025","Rs. 200,100"
Apple iPhone 14 256GB,Apple,iPhone 14,256GB,8GB RAM,Used,No,Matara,2 days ago,"Rs. 243,700"
Oneplus OnePlus 10 Pro 512GB,Oneplus,OnePlus 10 Pro,512GB,6GB RAM,New,No,Colombo,"Jan 23, 2026","Rs. 414,500"
Huawei Huawei Nova 5T 512GB,Huawei,Huawei Nova 5T,512GB,6GB RAM,Like New,No,Kurunegala,"Aug 26, 2025","Rs. 137,400"
Realme Realme C30 64GB (Warranty),Realme,Realme C30,64GB,6GB RAM,Like New,Yes,Badulla,2 weeks ago,"Rs. 31,500"
Apple iPhone 12 Pro 64GB (Warranty),Apple,iPhone 12 Pro,64GB,4GB RAM,Used,Yes,Kandy,5 days ago,"Rs. 181,600"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,4GB RAM,Like New,No,Unknown,"Feb 22, 2025","Rs. 34,500"
Apple iPhone XS Max 128GB (Warranty),Apple,iPhone XS Max,128GB,6GB RAM,Used,Yes,Gampaha,"Dec 24, 2025","Rs. 462,200"
Huawei Huawei Y7a 128GB (Warranty),Huawei,Huawei Y7a,128GB,4GB RAM,Used,Yes,Polonnaruwa,"Nov 24, 2025","Rs. 37,600"
Apple iPhone 13 128GB (Warranty),Apple,iPhone 13,128GB,6GB RAM,Used,Yes,Ratnapura,"Dec 24, 2025","Rs. 428,600"
Realme Realme 8 128GB,Realme,Realme 8,128GB,8GB RAM,Used,No,Anuradhapura,"Dec 24, 2025","Rs. 58,200"
Apple iPhone 12 Pro 64GB,Apple,iPhone 12 Pro,64GB,6GB RAM,Used,No,Colombo,Yesterday,"Rs. 218,700"
Apple iPhone 12 256GB,Apple,iPhone 12,256GB,8GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 88,000"
Redmi Redmi 10 64GB,Redmi,Redmi 10,64GB,4GB RAM,Like New,No,Nuwara Eliya,1 week ago,"Rs. 37,900"
Sony Sony Xperia 5 III 256GB (Warranty),Sony,Sony Xperia 5 III,256GB,12GB RAM,Used,Yes,Kalutara,3 weeks ago,"Rs. 88,400"
Motorola Moto E40 64GB (Warranty),Motorola,Moto E40,64GB,3GB RAM,Used,Yes,Kilinochchi,6 days ago,"Rs. 38,800"
Xiaomi Mi 11 Lite 128GB,Xiaomi,Mi 11 Lite,128GB,4GB RAM,Used,No,Trincomalee,2 days ago,"Rs. 93,000"
Oppo Oppo F19 128GB,Oppo,Oppo F19,128GB,4GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 53,900"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,4GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 194,200"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,6GB RAM,Like New,No,Puttalam,"Dec 24, 2025","Rs. 212,600"
Nokia Nokia G10 128GB,Nokia,Nokia G10,128GB,8GB RAM,Like New,No,Colombo,5 days ago,"Rs. 52,300"
Samsung Galaxy S23 64GB,Samsung,Galaxy S23,64GB,4GB RAM,Used,No,Mullaitivu,"Feb 22, 2025","Rs. 136,800"
Realme Realme Narzo 50 64GB (Warranty),Realme,Realme Narzo 50,64GB,3GB RAM,Like New,Yes,Matara,"Jan 23, 2026","Rs. 35,700"
Apple iPhone 11 256GB (Warranty),Apple,iPhone 11,256GB,6GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 236,900"
Sony Sony Xperia 5 III 256GB (Warranty),Sony,Sony Xperia 5 III,256GB,8GB RAM,Like New,Yes,Anuradhapura,"Dec 24, 2025","Rs. 67,800"
Xiaomi Poco M4 Pro 64GB,Xiaomi,Poco M4 Pro,64GB,4GB RAM,Used,No,Jaffna,"Aug 26, 2025","Rs. 43,700"
Oneplus OnePlus 9 256GB (Warranty),Oneplus,OnePlus 9,256GB,6GB RAM,Like New,Yes,Kurunegala,2 days ago,"Rs. 160,700"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,6GB RAM,Used,No,Jaffna,"Feb 22, 2025","Rs. 119,800"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,16GB RAM,Used,No,Colombo,Today,"Rs. 329,300"
Huawei Huawei Mate 30 64GB (Warranty),Huawei,Huawei Mate 30,64GB,4GB RAM,Used,Yes,Kalutara,2 weeks ago,"Rs. 157,300"
Motorola Moto G60 512GB,Motorola,Moto G60,512GB,6GB RAM,Used,No,Kalutara,"Nov 24, 2025","Rs. 73,900"
Samsung Galaxy A13 128GB (Warranty),Samsung,Galaxy A13,128GB,4GB RAM,Used,Yes,Trincomalee,2 weeks ago,"Rs. 175,900"
Xiaomi Redmi Note 12 64GB,Xiaomi,Redmi Note 12,64GB,6GB RAM,Like New,No,Galle,"Jan 23, 2026","Rs. 100,800"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,8GB RAM,Used,No,Ratnapura,2 weeks ago,"Rs. 43,700"
Huawei Huawei P30 128GB,Huawei,Huawei P30,128GB,6GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 41,100"
Motorola Moto G62 128GB,Motorola,Moto G62,128GB,8GB RAM,Used,No,Hambantota,2 weeks ago,"Rs. 36,400"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,3GB RAM,Used,No,Gampaha,1 week ago,"Rs. 91,800"
Huawei Huawei Nova 5T 64GB,Huawei,Huawei Nova 5T,64GB,3GB RAM,Like New,No,Kalutara,4 days ago,"Rs. 37,700"
Oppo Oppo A74 64GB (Warranty),Oppo,Oppo A74,64GB,6GB RAM,Used,Yes,Kandy,4 days ago,"Rs. 31,200"
Oneplus OnePlus Nord CE 256GB (Warranty),Oneplus,OnePlus Nord CE,256GB,6GB RAM,Used,Yes,Unknown,"Aug 26, 2025","Rs. 180,800"
Apple iPhone X 128GB (Warranty),Apple,iPhone X,128GB,4GB RAM,Used,Yes,Gampaha,"Nov 24, 2025","Rs. 131,400"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,6GB RAM,Used,No,Kurunegala,"Aug 26, 2025","Rs. 9,700"
Oppo Oppo A92 128GB,Oppo,Oppo A92,128GB,8GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 60,600"
Apple iPhone 12 Pro 256GB (Warranty),Apple,iPhone 12 Pro,256GB,8GB RAM,Like New,Yes,Gampaha,Yesterday,"Rs. 363,100"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,6GB RAM,Used,No,Kalutara,2 weeks ago,"Rs. 121,900"
Sony Sony Xperia 1 III 64GB (Warranty),Sony,Sony Xperia 1 III,64GB,3GB RAM,Like New,Yes,Badulla,"Dec 24, 2025","Rs. 41,600"
Apple iPhone 12 Pro 256GB (Warranty),Apple,iPhone 12 Pro,256GB,12GB RAM,Used,Yes,Colombo,4 days ago,"Rs. 132,800"
Motorola Moto G62 64GB,Motorola,Moto G62,64GB,6GB RAM,Like New,No,Kurunegala,4 days ago,"Rs. 20,400"
